text,toxicity,emocao
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @sigamariaeunice Muita cara de Pau Leite falar em mulheres  Foi o PT que criou Secretaria Especial dos direitos das mulheres e o…,0.83744454,Negativo
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @sigamariaeunice O Leite mentindo de novo Não fez nada pra resolver problemas transporte urbano Temos passagens de ônibus mais…,0.47102526,Negativo
RT @amandamoraes500 O Leite proibiu estudantes nas escolas na pandemia e agora mente que trabalhou pra trazer o jovem pra escola #Debat…,0.16654672,Positivo
RT @jana_costa76 Esse é o meu futuro governador @EdegarPretto\n\n #LulaOlivioPrettoRuas\n #DebatenaBandRS ,0.038852096,Neutro
RT @Ivarpavan Hoje à noite primeiro debate com os candidatos ao governo Estado na TV Band\nVamos assistir\n#DebateNaBandRS  #LulaOliv…,0.012811388,Neutro
RT @Henriqueptpel Quem defende educação domiciliar como @TrzeciakDaniel o partido @EduardoLeite_ o @onyxlorenzoni e o @Heinzeoficial…,0.05812213,Neutro
RT @SigaPepeVargas Não tem milagre Para ter mais saúde precisamos ter mais orçamento governo @TarsoGenro foi primeira vez que o…,0.34042552,Positivo
RT @Henriqueptpel Oi @onyxlorenzoni  compra de vacina É GOVERNO FEDERAL  O @jairbolsonaro mal obrigação dele fez Demorou um tempo eno…,0.055042017,Neutro
RT @Henriqueptpel O rapaz Novo explica que o investimento na ferrovias de Minas Gerais foram todos pra transporte de minério e só foi f…,0.14216323,Neutro
RT @Henriqueptpel O que não é bom pro Rio Grande @onyxlorenzoni  é lógica privatista BB e Caixa tiveram lucros mas economia recuou…,0.0782489,Neutro
RT @Henriqueptpel O que não é bom pro Rio Grande @onyxlorenzoni  é lógica privatista BB e Caixa tiveram lucros mas economia recuou…,0.0782489,Neutro
RT @EngZini Temos o dobro da evasão escolar da média nacional Isso é ou não é uma vergonha @VieiraPDT \n\n@EduardoLeite_ joga toda cul…,0.60089546,Negativo
Eduardo Leite falando de tecnologia nas escolasEDUARDO LEITE FECHOU DEZENAS DE ESCOLAS que resistem abertas estão caindo aos pedaços\n#DebateNaBandRS  #LulaOlivioPrettoRuas,0.16477858,Positivo
RT @Valdeci13rs Mais uma @EdegarPretto\nna Band mais de 80 das escolas gaúchas não têm pátio adequado para recreação Faremos um pesa…,0.43222198,Negativo
RT @LeonelRadde Onyx Caixa 2 já mentiu umas 200 vezes nesse debate propagando fake news na cara dura \nAqui está verdade ,0.47102526,Negativo
RT @Henriqueptpel O debate começou e já mostramos que estamos com verdade e o compromisso ao lado povo gaúcho \n@EdegarPretto\n #Debate…,0.08244847,Neutro
RT @Henriqueptpel O @onyxlorenzoni  @Heinzeoficial  e @EduardoLeite_ são @jairbolsonaro  só pensam em vender Agora é o Banrisul Seguem…,0.055042017,Neutro
RT @Henriqueptpel O @Heinzeoficial mora em Paris Nada tá dando certo nos modelos que ele defende com @jairbolsonaro  e @EduardoLeite_  O…,0.038852096,Neutro
RT @Henriqueptpel O @EduardoLeite_ fala em mulheres empreendedoras mas como empreender se sob seu governo economia caiu 38 Como cres…,0.086961575,Neutro
RT @Henriqueptpel Falta conhecimento histórico pro @partidonovo30  Governos liberais Rio Grande Sul foram muitos todos deixaram o…,0.012811388,Neutro
RT @H1SaiaDaMatrix O pateta NOVO disse que o RS nunca teve um governo liberal Britto Yeda Rigotto Sartori Leite não foram govern…,0.67148936,Negativo
#DebateNaBandRS O @EdegarPretto mostra que Leite é Sartori deixaram Educação Quebrada 18 das escolas nem banheiro decente tem E muitos funcionários de escola não ganham nem o Salário Mínimo  Com #LulaOlivioEdegarRuas Educação  vai voltar ser bem tratada #DebateNaBand ,0.47102526,Negativo
RT @Henriqueptpel @edegarpretto é o candidato da ESPERANÇA\n\n #DebateNaBandRS #LulaOlivioPrettoRuas ,0.05197828,Neutro
RT @matheuspggomes Vários temas apareceram #DebateNaBandRS  mas até agora o candidato Partido NOVO não falou de combate à fome d…,0.17473385,Positivo
RT @HenriqueFontana O @EdegarPretto tem 51 anos e nasceu em Miraguaí na Região Celeiro é pai de 3 filhos formado em Gestão Pública e t…,0.038852096,Neutro
RT @HenriqueFontana #DebateNaBandRS @EdegarPretto assumiu o compromisso de anular os atos de privatização da Corsan Estamos juntos pe…,0.055042017,Neutro
Porquê tantos candidatos \nEra só montar seguintes chapas\nEdgar e Vieira da Cunha\nCoisa Ruim e coisa Pior onyx e Heinze\nJunta o cara Sapatênis com o veio da fábrica de calçados\nE o privatizador-mor com o Bogo - vice Britto \nE já era \n#DebatenaBandRS,0.66354495,Negativo
RT @LeonelRadde Onyx Caixa 2 mentindo na cara dura\nDizendo que nunca tivemos tanto emprego e estabilidade econômica Só se na casa de…,0.47102526,Negativo
RT @gisellebezerra Nosso candidato ao governo Rio Grande Sul propondo uma gestão eficiente dos recursos\n\n@VieiraPDT\n\n#DebateNaBandRS,0.012811388,Neutro
@JoaoDilkin @EduardoLeite_ Primeira vez demos uma chance mas ele não merece não é só tu ver como tá Pelotas hoje com esse péssimo partido governando aqui há anos,0.7294808,Negativo
RT @gisellebezerra Nosso candidato ao governo Rio Grande Sul propondo uma gestão eficiente dos recursos\n\n@VieiraPDT\n\n#DebateNaBandRS,0.012811388,Neutro
RT @IzaguirryKa Só quem acompanha sessões legislativo gaúcho sabe como esses guris Novo tratam e pensam dos servidores públicos…,0.119398944,Positivo
RT @gisellebezerra Nosso candidato ao governo Rio Grande Sul propondo uma gestão eficiente dos recursos\n\n@VieiraPDT\n\n#DebateNaBandRS,0.012811388,Neutro
RT @sigamariaeunice #DebateNaBandRS O @EdegarPretto mostra que Leite é Sartori deixaram Educação Quebrada 18 das escolas nem banheiro…,0.22091791,Positivo
@EduardoLeite_ Encheu o cofre RS com torneira governo federal aberta nem tem sequer honra de reconhecer,0.5784398,Negativo
RT @DedeLulista O Rio Grande Sul está com os piores índices na Educação o @EdegarPretto foi lá e macetou Nós já governamos o estado…,0.4491967,Negativo
o projeto eduardo leite é dar 150 reais para os jovens voltarem estudar é essa piada #DebateNaBandRS,0.41137284,Negativo
@EdegarPretto ,0.16477858,Positivo
RT @gisellebezerra Nosso candidato ao governo Rio Grande Sul propondo uma gestão eficiente dos recursos\n\n@VieiraPDT\n\n#DebateNaBandRS,0.012811388,Neutro
RT @giovanicherini              º     \n\n#DebateNaBandRS…,0.055042017,Neutro
Dudu vc participou das orientações mundiais e mantiveram os alunos sem escolas Dudu vc não passou de um péssimo gestor   #DebateNaBandRS,0.618965,Negativo
RT @giovanicherini              º     \n\n#DebateNaBandRS…,0.055042017,Neutro
RT @Biga_Pereira Edegar Pretto deixa claro seu compromisso com Banrisul e Corsan Patrimônio Público continuará sendo público #DebateNaBa…,0.1029188,Positivo
RT @bandrs Edegar Pretto PT chegando na Band RS #DebateNaBand #DebateNaBandRS ,0.22660503,Positivo
RT @ruirapina3 @onyxlorenzoni está muito bem debate até aqui Firme tranquilo respondendo tom adequado à camarilha esquerdista 🤡…,0.54238683,Negativo
@EdegarPretto @LulaOficial ,0.2701804,Positivo
#DebateNaBandRS #LulaOlivioEdegarRuas ,0.54238683,Negativo
Só quem acompanha sessões legislativo gaúcho sabe como esses guris Novo tratam e pensam dos servidores públicos Escarnecem daqueles que servem ao cidadão gaúcho e acham que poupar em lápis escritório é fazer política #DebatenaBandRS,0.4241862,Negativo
RT @giovanicherini              º     \n\n#DebateNaBandRS…,0.055042017,Neutro
RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,0.47102526,Negativo
RT @Henriqueptpel Sério que você vai culpar pandemia @EduardoLeite_  Vocês estão fechando escolas desmontando o ensino médio depaupe…,0.6124051,Negativo
RT @PTpoa “O trabalhador com dinheiro bolso vai comprar mais consumir mais e aumentar demanda para roda da economia girar” @Edega…,0.10089941,Positivo
RT @onyxlorenzoni O esquerdista Peninha sujeito que exala ódio e prega violência e crimes em um vídeo  não representa o Rio Grande Su…,0.86052006,Negativo
RT @giovanicherini              º     \n\n#DebateNaBandRS…,0.055042017,Neutro
RT @giovanicherini              º     \n\n#DebateNaBandRS…,0.055042017,Neutro
RT @DedeLulista O Heinze tá só pra mentir #DebateNaBandRS,0.47978264,Negativo
RT @giovanicherini              º     \n\n#DebateNaBandRS…,0.055042017,Neutro
RT @EdegarPretto Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan…,0.4028394,Negativo
RT @giovanicherini              º     \n\n#DebateNaBandRS…,0.055042017,Neutro
RT @luizmuller #DebateNaBandRS #DebateNaBand o @EdegarPretto mostra que nos governos PT fo Tarso e Olívio o Rio Grande cresceu m…,0.15721503,Positivo
RT @StelaFarias Exatamente O aumento dos feminicídios RS é resultado dessa negligência com vida e os direitos das gaúchas que não c…,0.54238683,Negativo
Sério que você vai culpar pandemia @EduardoLeite_  Vocês estão fechando escolas desmontando o ensino médio depauperando educação e os servidores que nela trabalham é só perguntar pro @Cpersoficial \n\n#LulaOlivioEdegarRuas\n#LulaOlivioPrettoRuas\n#DebateNaBandRS,0.6105015,Negativo
RT @giovanicherini              º     \n\n#DebateNaBandRS…,0.055042017,Neutro
RT @matheuspggomes @EdegarPretto mostrando por que deve ser o novo Governador RS O Governo tem que ser contra privatizações gerar…,0.4028394,Negativo
#DebateNaBandRS #DebateNaBand o @EdegarPretto mostra que nos governos PT fo Tarso e Olívio o Rio Grande cresceu mais e tinha emprego e salário digno parabos trabalhadores e para os Servidores o salário nunca atrasou #LulaOlivioEdegarRuas #LulaOlivioPrettoRuas,0.2805201,Positivo
@bandrs Os jovens da roça não querem ser agricultores e agricultoras como uma última opção de vida Eles querem oportunidades para continuarem campo c suas famílias tendo dignidade trabalho renda e vivendo felizes” @EdegarPretto #DebatenaBandRS #LulaOlivioPrettoRuas,0.21630573,Positivo
RT @H1SaiaDaMatrix Eduardo Leite falando das mulheres sobre violência contra mulheres levantou bola para o Argenta lembrar o que ele…,0.67148936,Negativo
RT @PTpoa O @EdegarPretto veio cabo da enxada Tem muito orgulho dos pais da origem humilde e de tudo que conquistou com muita luta e…,0.47102526,Negativo
Temos o dobro da evasão escolar da média nacional Isso é ou não é uma vergonha @VieiraPDT \n\n@EduardoLeite_ joga toda culpa na pandemia só não explica porque tem piores resultados que os outros Estados que também passaram pela pandemia\n\n#DebateNaBandRS,0.47102526,Negativo
RT @fernandapsol @EdegarPretto firme ao anunciar o  compromisso de revogar todos atos de privatização da Corsan e com o Banrisul Público…,0.08390819,Neutro
O @vieirapdt questiona Leite sobre o ABANDONO da educação com índices altos de evasão escolar educação é o futuro de qualquer nação Leite virou costas para educação #DebateNaBand,0.1356744,Positivo
RT @fernandapsol @EdegarPretto firme ao anunciar o  compromisso de revogar todos atos de privatização da Corsan e com o Banrisul Público…,0.08390819,Neutro
RT @calebemicael Heinze Lorenzoni e Eduardo Leite\nO senador negacionista e propagador de fake news o Dep que admitiu caixa dois e o G…,0.74205834,Negativo
O pateta NOVO disse que o RS nunca teve um governo liberal Britto Yeda Rigotto Sartori Leite não foram governadores fora os outros Britto vendeu o Estado inteiro porque era socialista kkkk #DebateNaBandRS,0.71887034,Negativo
RT @fernandapsol @EdegarPretto firme ao anunciar o  compromisso de revogar todos atos de privatização da Corsan e com o Banrisul Público…,0.08390819,Neutro
@renato_rovai Sim #DebateNaBandRS tem candidato lendo perguntas como um aluno ensino fundamental apresentando trabalho na escola ,0.18195863,Positivo
Se o Heinze citar Mia Khalifa durante o debate eu sorteio um pacote de erva mate entre os RT #DebateNaBandRS,0.54238683,Negativo
Viera pergunta ao Leite Cita dados Inep sobre evasão escolar Ensino Médio e façanha RS ter 10 de evasão Pergunta se isso não é uma vergonha\nLeite diz que todos os estados estão lutando para trazer jovem de volta pra escola #DebateNaBandRS,0.4028394,Negativo
RT @lucasgertzm @EdegarPretto é o candidato que tem como objetivo não deixar nenhuma criança passar fome e garantir uma educação de qualid…,0.28004074,Positivo
@Heinzeoficial @bandrs Kakakaka força total hahahahahahahaha,0.2840909,Positivo
RT @EvertonPeres8 Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #C…,0.7034202,Negativo
"Aí q refiro Qdo o PT governou o RS o Estado cresceu não aumentou impostos Nós fizemos bem para economia RS"" Dale #EdegarPretto #DebateNaBandRS",0.13806885,Positivo
Não teve um que não jogou na cara Leite que ele RENUNCIOU e quer voltar \n#DebateNaBandRS,0.44698858,Negativo
Falta conhecimento histórico pro @partidonovo30  Governos liberais Rio Grande Sul foram muitos todos deixaram o buraco em que estamos e que o PT recuperou pra ser destruido de novo depois Com ajuda Novo\n\n#LulaOlivioEdegarRuas\n#LulaOlivioPrettoRuas\n#DebateNaBandRS,0.28004074,Positivo
Qqr bola q levantam o Pretto manda Leite Não sei se é uma boa #DebateNaBandRS,0.54238683,Negativo
" ELEIÇÕES DF | Leandro Grass cita o comprometimento que Ibaneis fez em campanha de não privatizar nenhuma estatal chamando isso de estelionato eleitoral"" Grass diz que em seu governo nao haverá privatização da Caesb e da gestão metrô  #DebateNaBandRS",0.28004074,Positivo
RT @EdegarPretto Sou o candidato presidente @LulaOficial RS \nAo lado de @PedroRuasPsol e @olivio_dutra nós representamos uma fr…,0.2227339,Positivo
Povo Partido Novo sempre ou quase sempre com um ar de petulância na fala Liberais iluminados\n\n#DebateNaBandRS,0.46713686,Negativo
@VieiraPDT E deu uma baita resposta em cima dele,0.16477858,Positivo
Esse candidato PT é muito fraco hein #DebateNaBandRS,0.5813718,Negativo
@P2Plocky @EdegarPretto 🤣🤣🤣🤣🤣🤣🤣🤣,0.34042552,Positivo
O Partido Novo não entende como o PT governou aumentando o atendimento população aumentando o investimento em Educação e Saúde sem aumentar impostos Presta atenção que tu aprende Jobim #LulaOlivioPrettoRuas #DebatenaBandRS,0.13235608,Positivo
RT @elvispiccolivar Lei @EdegarPretto Susaf criada em 2011 e permite que agroindústrias familiares possam comercializar seus produtos…,0.08244847,Neutro
RT @DedeLulista O Eduardo Leite finge se importar com mulheres Não adianta mentiroso #PalavraDeGaúcho é algo que só Edegar Pretto tem…,0.71887034,Negativo
@onyxlorenzoni Falou o criminoso de caixa 2 \n\n,0.5792086,Negativo
RT @comuna_bella Eduardo Leite falando que defende mulheres gaúchas engana quem Não esquecemos Ieda Greice e Emanuele que perderam s…,0.5818546,Negativo
RT @julioaraujopsol Eduardo Leite falando das mulheres e eu só consigo lembrar caso dos exames citopatológicos #DebateNaBandRS,0.1587171,Positivo
Jobim disse que todo mundo quer resolver seu problema entregando tudo quebrado pro próximo Diz que quer ser primeiro governo liberal da história RS\nEdegar disse que hoje há filas intermináveis porque Leite prefere se vangloriar e que não aumentará impostos #DebateNaBandRS,0.30894676,Positivo
@EdegarPretto aprendeu com seus pais e também com @LulaOficial @Olivio_Dutra @TarsoGenro @DilmaBR e @PauloPaim mas fundamentalmente com o povo gaúcho que é preciso apenas de uma oportunidade para ser feliz #LulaOlivioPrettoRuas #DebatenaBandRS,0.26290515,Positivo
@PTpoa @EdegarPretto @LulaOficial @dilmabr Isto se vcs não voltarem em outra lava jato Se cúpula não voltar toda ser presa,0.54238683,Negativo
Mais outra pisada de bola da Bandeirantes @BandJornalismo  Deveria todos os estados que estão com o debate agora estarem aí vivo YouTube Muitos moram ou estão fora seu estado de origem\n#DebateNaBandBA  #DebateNaBandmg #DebateNaBandRS \n#DebateNaBandRJ \n#DebateNaBandsp,0.4028394,Negativo
RT @elvispiccolivar Além Susaf @EdegarPretto também destaca ações como o Programa de Aquisição de Alimentos PAA e o Programa Naciona…,0.055042017,Neutro
@EduardoLeite_ o RS está quebrado em todos os setores uma decadencia generalizada pessoas morando em barracas nas cidades gente pedindo comida nos mercados lojas fechando placas de aluga-se tomando conta das cidades q estão sem infra e sem perspectiva Não acreditem em MENTIROSOS,0.5374286,Negativo
RT @AMonicaFacio Ao contrário Leite @EdegarPretto é um homem de palavra e o que ele fala irá fazer Não à privatização que é nosso…,0.28004074,Positivo
@Heinzeoficial Eu acho que os ônibus que vem da grande Porto Alegre não deveriam passar das fronteiras da cidade pois comprometem o trânsito nas grandes avenidas,0.16477858,Positivo
Graças Deus que não tivemos um governo liberal RS\n#DebateNaBandRS,0.13047424,Positivo
O Jobim não é político mas sim vendedor dos bens Estado\n\n#DebateNaBandRS,0.16070004,Positivo
Eu ansiosa p ano que vem vai ser minha chance de ser uma adulta feliz com Edegar e Lula governo #LulaOlivioEdegarRuas #DebateNaBandRS,0.4028394,Negativo
RT @PompeodeMattos Heinze só falta colocar mais um óculos na cabeça tá perdido Leite na defensiva acanhado e com vergonha estelionat…,0.73619616,Negativo
@EdegarPretto mostrando por que deve ser o novo Governador RS O Governo tem que ser contra privatizações gerar empregos e combater miséria nosso povo #DebateNaBandRS #LulaOlivioEdegarRuas,0.34042552,Positivo
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo O governador que renunciou disse que não iria privatizar e entregou CEEE por…,0.13385679,Positivo
RT @elvispiccolivar #DebatenaBandRS,0.012811388,Neutro
Fake news que o @PTdoRS deixou o estado quebrado bem respondida pelo @EdegarPretto  O @EduardoLeite_ deixou economia quebrada com um recuo de 38 e o cara @partidonovo30 segue mentindo sobre culpa ser PT\n#LulaOlivioEdegarRuas\n#LulaOlivioPrettoRuas\n#DebateNaBandRS,0.58212423,Negativo
Ao contrário Leite @EdegarPretto é um homem de palavra e o que ele fala irá fazer Não à privatização que é nosso e é essencial #DebateNaBandRS #LulaOlivioPrettoRuas ,0.2181759,Positivo
@EdegarPretto o melhor Neoliberal não se cria… ele responde na lata,0.34042552,Positivo
RT @EduardoLeite_ “Nós viramos o jogo com um esforço feito ao longo dos últimos anos saímos de uma agenda de crise para uma agenda de in…,0.016595649,Neutro
RT @EduardoLeite_ “Nós viramos o jogo com um esforço feito ao longo dos últimos anos saímos de uma agenda de crise para uma agenda de in…,0.016595649,Neutro
RT @EduardoLeite_ “Nós viramos o jogo com um esforço feito ao longo dos últimos anos saímos de uma agenda de crise para uma agenda de in…,0.016595649,Neutro
Edegar Pretto PT-RS dando aula de como se governa um estado#debatenabandrs,0.2758504,Positivo
RT @onyxlorenzoni O esquerdista Peninha sujeito que exala ódio e prega violência e crimes em um vídeo  não representa o Rio Grande Su…,0.86052006,Negativo
RT @angela_cariboni Acho nada ver querer vender o Palácio das Hortênsias Só acho #DebateNaBandRS,0.16477858,Positivo
RT @EduardoLeite_ “Nós viramos o jogo com um esforço feito ao longo dos últimos anos saímos de uma agenda de crise para uma agenda de in…,0.016595649,Neutro
RT @DedeLulista O Rio Grande Sul está com os piores índices na Educação o @EdegarPretto foi lá e macetou Nós já governamos o estado…,0.4491967,Negativo
Passei pelo RS e gostei Edegar Pretto falando Muito seguro #DebateNaBandRS,0.17877717,Positivo
RT @PompeodeMattos Heinze só falta colocar mais um óculos na cabeça tá perdido Leite na defensiva acanhado e com vergonha estelionat…,0.73619616,Negativo
Pretto vcs não irão voltar presidência nem ao governo estado Vcs deixaram o Brasil quebrado pq roubaram muito  #DebateNaBandRS,0.6938776,Negativo
Eduardo Leite junto com PSDB e MDB deixaram os professores e professoras 7 anos sem reposição slasrial São 14 de escolas SEM BANHEIRO e menos de 3 com turno integral Por isso eu sou time @LulaOficial e @EdegarPretto  #LulaOlivioPrettoRuas #DebateNaBand,0.16477858,Positivo
@EdegarPretto arrasou na defesa dos governos Olívio e @tarsogenro  Tá indo muito bem o meu candidato \nO PT governou o RS e nunca aumentou impostos pagou salários em dia pagou dívida com união e cresceu acima da média nacional Esse é o PT quando governa o RS,0.11971131,Positivo
Agora todEs os candidatos usam camisas claras ternos azuis\n\n#debatenabandrs,0.19238222,Positivo
@EdegarPretto é filho de agricultores familiares Veio cabo da enxada e desde cedo aprendeu o valor trabalho campo Edegar sempre percebeu dificuldades dos agricultores para comercializar seus produtos em outros municípios #LulaOlivioPrettoRuas #DebatenaBandRS,0.33717507,Positivo
Nós vamos voltar governar o Brasil e o Rio Grande e não iremos mais aceitar conviver com vergonha que é população passando fome \n\n@EdegarPretto #DebateNaBandRS \n\n#LulaOlivioPrettoRuas,0.4028394,Negativo
RT @H1SaiaDaMatrix Eduardo Leite falando das mulheres sobre violência contra mulheres levantou bola para o Argenta lembrar o que ele…,0.67148936,Negativo
RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,0.082322344,Neutro
E reforma ensmédio Temer e o currículo gaúcho LeiteEscolas estaduais estão bagunça e o modelo neoliberal Leite demonstrou-se centralizadorburocrático autoritárioEstudantes e professores doentesMuito dinheiro distribuído entre empresas privadas #DebatenaBandRS,0.67148936,Negativo
RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,0.082322344,Neutro
@EduardoLeite_ Já devolveu o dinheiro da aposentadoria Sem desvio hein,0.14479385,Positivo
RT @EvertonPeres8 Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #C…,0.7034202,Negativo
RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,0.082322344,Neutro
Processa ele por favor @onyxlorenzoni ,0.16477858,Positivo
RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,0.47102526,Negativo
RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,0.082322344,Neutro
RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,0.082322344,Neutro
RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,0.082322344,Neutro
RT @FlorbelaEspanc5 O Eduardo Leite parece aquela meia que perdeu o outro pé e fica olhando pras meias e perguntando “ meu par é vc” Assi…,0.5791477,Negativo
RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,0.082322344,Neutro
RT @LeonelRadde Onyx Caixa 2 mentindo na cara dura\nDizendo que nunca tivemos tanto emprego e estabilidade econômica Só se na casa de…,0.47102526,Negativo
RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,0.082322344,Neutro
@bandrs @Olivio_Dutra e @TarsoGenro não venderam patrimônio público não aumentaram impostos e fizeram pesados investimentos nos setores produtivos Dessa forma o PIB RS subiu acima da média PIB nacional naquele período #DebatenaBandRS #LulaOlivioPrettoRuas,0.13175693,Positivo
@andrebattalhini @EduardoLeite_ O seu comentário é o mais sensato possíveldeduzo que não seja funcionário desse tirano nem recebe dinheiro da teta governo desse molequeparabénsporque os outros comentários todos são direcionados elogios para esse “garoto”que destruiu o Rio Grande Sul na pandemia,0.8406888,Negativo
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,0.08146894,Neutro
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,0.08146894,Neutro
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,0.08146894,Neutro
@EdegarPretto @EdegarPretto foi o mais votado partido nas três eleições em que participou e líder da bancada petista governo @TarsoGenro Em 2017 foi presidente da\n\n@AssembleiaRS e na última eleição fez votos em 473 municípios\n\n#LulaOlivioPrettoRuas #DebatenaBandRS,0.17257059,Positivo
Eu botei na Band BA e descobri que tem dois candidatos concorrentes governador meu amado Rio grande Sul Ou estou louca #DebateNaBandRS,0.1213961,Positivo
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,0.08146894,Neutro
@EdegarPretto respondendo um idiota…,0.9490081,Negativo
Heinze só falta colocar mais um óculos na cabeça tá perdido Leite na defensiva acanhado e com vergonha estelionato cometido contra o povo gaúcho Novo e PSC são os tentáculos neoliberalismo deplorável\n@VieiraPDT é um oásis deserto\n#DebateNaBandRS,0.7124183,Negativo
@EduardoLeite_ Com dinheiro da pandemia né,0.14593627,Positivo
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,0.08146894,Neutro
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,0.08146894,Neutro
RT @Nandocardoso90 @EngZini @EdegarPretto sempre perde 30s endeusando @LulaOficial MDS kkk,0.32958856,Positivo
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,0.08146894,Neutro
Edegar Pretto muito bem #DebateNaBandRS \n#RSqueOPovoQuer\n#LulaOlivioEdegarRuas,0.28153703,Positivo
@RicardoJobim30 enquadra @EdegarPretto sobre herança maldita governo Tarso #mbl #DebateNaBandRS,0.71887034,Negativo
@caiofbritto @EdegarPretto Exatamente quem são os que defendem ladroes Tipo o lula larápio,0.74190056,Negativo
@EduardoLeite_ SAFADO MENTIROSO BARALHO  desculpem o baixo calão mas essa FRUTA É DE PLASTICO não tem sumo se é q entendem\nÉ apenas  uma fraude gerada pelas ELITES diante de um povinho TROUXA q gosta de aparencia e falamansa\nEntendam povo VCS SÃO ROUBADOS tds os dias por eles,0.86052006,Negativo
RT @elvispiccolivar @EdegarPretto é filho de agricultores familiares Veio cabo da enxada e\ndesde cedo aprendeu o valor trabalho no…,0.4028394,Negativo
@EdegarPretto é filho de agricultores familiares Veio cabo da enxada e\ndesde cedo aprendeu o valor trabalho campo Edegar sempre percebeu as\ndificuldades dos agricultores para comercializar seus produtos em outros\nmunicípios #LulaOlivioPrettoRuas #DebatenaBandRS,0.54238683,Negativo
@dimacgarcia @EduardoLeite_ Fora o restante,0.2717364,Positivo
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,0.08146894,Neutro
RT @EdegarPretto O debate começou e você pode acompanhar todos os detalhes nas redes de Edegar Pretto  ,0.16477858,Neutro
RT @EdegarPretto O debate começou e você pode acompanhar todos os detalhes nas redes de Edegar Pretto  ,0.16477858,Positivo
RT @EdegarPretto O Banrisul será fortalecido não somente para comemorar lucros mas para desenvolver o Rio Grande apoiando indústria…,0.064863935,Neutro
RT @EdegarPretto O Banrisul será fortalecido não somente para comemorar lucros mas para desenvolver o Rio Grande apoiando indústria…,0.064863935,Neutro
RT @EdegarPretto O Banrisul será fortalecido não somente para comemorar lucros mas para desenvolver o Rio Grande apoiando indústria…,0.064863935,Neutro
